person_id,person_age,person_income,person_home_ownership,person_emp_length
1jMZtJzj-B4Oz,30,120000,rent,3.0
nuQn8NiU-j35Y,25,37560,rent,2.0
7xCQvmeS-pLat,31,55000,MORTGAGE,15.0
AoxkgOyY-nXlc,21,40000,own,0.0
JKQOJKID-vjBd,26,30000,RENT,7.0
TkaIP9iZ-Kmpi,37,110000,mortgage,11.0
G78FSoOG-Yz6D,32,24696,RENT,1.0
ArB2uqXk-AUqe,21,41000,MORTGAGE,4.0
ZUQJKBAH-uGCB,30,30000,RENT,11.0
HFfhlzLR-Dbed,22,36000,RENT,1.0
SWv89yxb-I3nF,41,38500,RENT,6.0
pskCFQhJ-CXXQ,27,40000,OTHER,0.0
4sptksKi-Gq2Y,24,40000,MORTGAGE,6.0
BAzpfLJt-Wm2f,28,34300,mortgage,1.0
SABDghgr-zBZx,46,56000,MORTGAGE,1.0
63ztcrSO-jyPb,23,48000,RENT,
XQRYqwn2-1OnI,40,80000,RENT,0.0
ZI4AhoHI-huZE,25,172000,MORTGAGE,9.0
xxyYgFDt-IeM5,22,29950,RENT,0.0
iflmzfrG-cYJW,23,42000,RENT,5.0
TCg1IEbq-zQjP,23,60000,MORTGAGE,6.0
DgksRj5l-AbHN,27,40000,rent,2.0
lOYSd0Hj-NqbJ,27,103250,RENT,1.0
tAmwu9YU-qjz5,32,58000,RENT,4.0
x1Wu8XSq-harW,32,48000,RENT,15.0
qydaXEkz-iRaI,24,29232,MORTGAGE,1.0
Z3haFHh4-MOlk,33,110000,rent,0.0
QjHemRlp-o68u,26,48996,RENT,5.0
cXvUaHvz-MqRt,27,47500,mortgage,5.0
IykCIDPD-u0Lf,25,65000,OWN,3.0
4fqKD49g-EnlT,27,48000,RENT,2.0
K8a5P2Cz-bJmN,41,102300,mortgage,9.0
s9nc29DJ-6XZP,33,30000,RENT,3.0
Q6Ky6UtP-7hjb,30,67000,MORTGAGE,6.0
fEg0UMyC-f47r,25,68000,RENT,4.0
Kk0pduCS-42Tp,22,54000,RENT,2.0
5UZ8mXOg-N5Kn,30,45000,mortgage,5.0
NwcHhdn0-ce5x,33,25000,rent,
UGlTB8mn-YypT,37,65000,RENT,2.0
UQLEC0XR-NmzN,29,31400,RENT,3.0
Zms4pRXv-pKFf,27,54590,RENT,9.0
macJBFvh-pzGd,30,88000,RENT,3.0
vsvSIB8o-70Ko,25,68496,RENT,1.0
Z0I7LjhP-DzuW,25,195054,mortgage,9.0
U8RRh7Ir-ejF1,42,96000,mortgage,9.0
ldNdI6Hu-9DUw,24,47000,rent,0.0
0pZLTqXl-5zdR,23,46443,RENT,7.0
7fN1hndW-vhor,24,35556,own,9.0
LpfH0ze2-JnrQ,52,90750,RENT,7.0
PWo4QTgt-BWOY,36,35256,mortgage,5.0
zkDtqiRb-8KDL,28,125004,mortgage,9.0
R3ucPu5S-AsZG,22,36900,rent,5.0
GlRrg0br-nwFW,33,18720,OWN,0.0
5xFFGpif-iNuX,24,55782,RENT,3.0
QRE8lxWt-CDoU,21,96000,OWN,1.0
PkW6NyIF-6bcC,23,26400,rent,8.0
Raw3qNz6-sp5J,27,62900,MORTGAGE,1.0
eu3AcmEy-5YED,23,55000,rent,2.0
2PWPwIay-36Uf,31,43000,RENT,15.0
j9JYgSXs-UvrU,22,25000,rent,1.0
1NcZfWPc-KxSg,35,150000,MORTGAGE,16.0
BUWRRyU0-5NsJ,27,63344,MORTGAGE,3.0
E3H9M7jf-clO1,23,28000,OWN,1.0
qYgiBi9f-bqOL,32,65000,MORTGAGE,6.0
o65vm7W6-veKp,31,31000,RENT,5.0
iZGomwM0-dyha,31,100000,RENT,5.0
iqZBxyJY-P2Xf,24,72000,MORTGAGE,3.0
bl2eypiB-G9lX,23,43000,MORTGAGE,1.0
A9YeKs5Y-M2sa,25,96720,mortgage,9.0
8mjv8tzs-CGDh,25,75000,rent,0.0
t6iD5LIz-4rs5,25,37000,rent,2.0
CacmoG88-2MF9,23,44400,rent,1.0
zwkIqR2D-zo0r,22,79000,rent,3.0
lNL8T0CA-OnrW,23,130208,MORTGAGE,7.0
ZyQChPYS-Nl2u,51,60000,mortgage,8.0
O6J8ecGj-CSf5,23,37500,rent,0.0
Zf4yZewC-1dOz,31,128000,MORTGAGE,15.0
XAW5CPwX-pP2f,21,70000,RENT,5.0
34fPuITs-5Shx,25,38400,MORTGAGE,9.0
RjwQe0Pu-1Ttd,36,79200,MORTGAGE,19.0
wZAjdCY4-2cBB,45,110000,mortgage,5.0
v9ppTEWK-REsD,23,36000,RENT,1.0
sHEz4Una-8rat,27,65000,,11.0
frX9ge5R-HC5Y,22,61200,mortgage,6.0
UHap80HQ-S75N,21,15000,own,0.0
46r5iN4C-PiyM,32,36400,RENT,3.0
qucdGcYM-cJGH,27,20000,RENT,2.0
rczGRsIz-22sj,23,73500,RENT,7.0
yKav6l00-0yAW,22,112774,mortgage,6.0
v8lvcwEP-Z2D9,28,,mortgage,8.0
QZs1bwNY-ZF72,26,36194,MORTGAGE,10.0
k6PFhK7p-NWQE,26,80000,MORTGAGE,10.0
yON7beEC-WOeM,30,70125,MORTGAGE,2.0
nKlRcvR5-YKb7,28,113000,rent,9.0
XI48FSaO-YCBa,34,62000,rent,5.0
Gr8MhjDI-MCg1,36,130000,MORTGAGE,9.0
1h0EDPrQ-0p2n,27,48100,mortgage,1.0
B3tHIv4Z-HNy3,24,,RENT,2.0
bttXBh5k-DsfJ,21,45000,rent,5.0
Q6wcWTEB-b3US,22,62322,RENT,7.0
vCjd6Hmq-4eOx,27,109000,MORTGAGE,7.0
iGGeAv5q-jDOq,26,29364,RENT,4.0
qnmgaGKa-koBx,33,34500,own,0.0
imKsIxK1-5cuE,22,56000,rent,6.0
HkLw4sUu-TPdJ,26,51356,rent,4.0
uR27CxAI-Tw5z,22,75000,rent,4.0
hxyo1l5Y-IiQn,30,126000,MORTGAGE,6.0
SYENb9O3-racr,24,92000,RENT,1.0
jcBMItO3-cGLk,23,52000,rent,8.0
PgOIXS5z-Z7h4,35,40000,RENT,0.0
bb570JQZ-WGOE,42,82500,RENT,3.0
gz4HWfyz-w2BO,23,40000,rent,0.0
Qb9PRfN5-ona3,32,86000,MORTGAGE,4.0
xufBwuja-0FBM,23,103000,rent,4.0
iFdhNFLG-3OSM,35,48000,MORTGAGE,8.0
ik8QSlSq-JsLJ,24,43000,rent,9.0
CbGEIxTF-YNdo,25,50004,rent,3.0
uTwN4jfI-o1im,26,95000,OWN,0.0
7Po0kFjz-FX97,28,88000,rent,3.0
suncxogZ-ST4Q,28,49000,OWN,6.0
M1H3lS1u-cFj6,26,37680,rent,5.0
utz9zLs5-LfA2,34,85800,own,11.0
F4kxPNWL-j8LK,34,143150,MORTGAGE,0.0
bI3gbmDA-3w0o,35,45000,mortgage,5.0
frXEW1fG-c8nb,25,42996,OWN,1.0
PNzIenpK-huSy,26,70000,RENT,4.0
pMXLeYjf-jsgi,27,37000,rent,7.0
RDHeYDmM-cKxs,29,40000,MORTGAGE,8.0
WnCTP02A-GYbb,26,48500,MORTGAGE,9.0
EwXcvANL-7ifX,26,140000,RENT,5.0
i9iksW9Y-tkJa,29,48000,RENT,6.0
NciBWG2b-da5O,27,32890,RENT,5.0
lvzTqo8e-r7BJ,32,85000,RENT,7.0
MY8FOgRk-mGxs,23,14000,RENT,0.0
j8yyKh9p-9BDz,23,65000,RENT,3.0
Twngp73u-KvFM,35,40792,RENT,2.0
ZknaGHtY-mjuw,25,70000,RENT,4.0
LsZ3dAep-NXXg,27,34152,rent,5.0
0g7M0qhC-I6EQ,26,75000,rent,2.0
6R81GqEP-Zbe6,26,32000,MORTGAGE,10.0
iqqqii1e-uiof,35,51000,rent,8.0
jkGUrIiU-4l8f,36,75000,mortgage,9.0
A4dKT0Ln-6Alk,25,90000,MORTGAGE,9.0
P6PDfiKr-IayP,24,130000,mortgage,8.0
BloTCeB5-7EFf,24,50500,RENT,
YTDetbbY-mRnO,24,74700,MORTGAGE,7.0
t2eluH5W-8kDk,22,54000,RENT,4.0
s75pWmDa-xzk8,24,56000,mortgage,2.0
5hLzu6D6-8Zqv,22,27259,RENT,1.0
GHd5utQG-7z3N,23,85000,mortgage,0.0
gTtC1wEa-hNRp,23,50004,rent,7.0
Bg07oUkT-9sqx,26,139992,MORTGAGE,0.0
t8k8SU9C-lWOO,27,34800,mortgage,5.0
2DYBhjLz-rzYp,27,26400,RENT,2.0
SsKreYix-1JKs,25,87996,RENT,0.0
Pl8wxOdY-YRS2,24,64800,mortgage,5.0
vGJAbh5z-llW7,39,18300,RENT,0.0
WlsilDsd-fDXZ,26,60000,own,8.0
WK43fxzB-9lMj,25,36000,RENT,7.0
Nw2cPKIG-M3EP,23,50000,MORTGAGE,5.0
qOersNlf-x1aD,22,42000,RENT,3.0
OHPPGlDp-lnBf,24,44000,MORTGAGE,8.0
WkHEQYYt-CQgL,27,48000,RENT,5.0
udeZxYBr-q8Ma,23,50000,MORTGAGE,7.0
mDuXbFnF-KtLv,27,93000,RENT,1.0
6vUlvtbm-Xebj,27,20400,rent,
aHc5ZaZN-NuHo,24,20000,OWN,2.0
b5HIaiui-eu7p,23,34992,MORTGAGE,
LYXDwHDP-FFFg,30,12996,RENT,1.0
bxPWXPqG-5ae4,31,30372,rent,2.0
MJ6HEeEQ-H1P7,,73000,mortgage,3.0
dgbjvYjL-jY7y,23,12000,rent,0.0
WSMaJKOs-Rtvn,27,40000,rent,4.0
soRkgXPH-ncU3,29,67222,MORTGAGE,4.0
UyCPJRSd-0Rdt,26,46800,mortgage,
fYRmbvLw-ILHz,24,65000,MORTGAGE,0.0
wMraUOFt-38f5,24,35000,MORTGAGE,3.0
Cf16QpaS-vhUw,23,45000,MORTGAGE,7.0
IGJpn4PA-6hSY,26,78420,mortgage,2.0
I47RGndS-GOJY,35,110000,RENT,9.0
P1Ck6ASW-HyuT,24,25000,rent,3.0
t1J3KXYB-Y4vc,21,,rent,
QM9wCAy3-R2xE,22,33996,rent,6.0
QWp8pav6-nCaP,37,138000,MORTGAGE,19.0
OCT8u04n-fFGK,30,43500,RENT,0.0
0kKp5FH3-GHsv,21,30000,rent,
be2yJnPz-WEQi,33,66500,MORTGAGE,1.0
p8obJuWe-1EUy,23,95000,MORTGAGE,7.0
YuwjkreQ-0Ri1,24,41100,OWN,2.0
MRRyp1J2-6P2H,26,111000,MORTGAGE,10.0
Ri7dkYYb-Ifgv,25,26780,RENT,0.0
qumH8m6Y-WhY9,30,143000,mortgage,11.0
8Tsr0i5k-7xf1,34,91000,mortgage,19.0
sx0pNkUY-LJD0,25,74000,RENT,9.0
HK2U7WRC-sx5a,33,42000,MORTGAGE,3.0
2ACjWpye-Kd8d,21,24000,mortgage,2.0
YNZRkGn8-7HWv,,64000,rent,9.0
Dux8zoJB-ldw7,29,47000,rent,7.0
8EoHalYX-oHsF,28,59000,MORTGAGE,2.0
nPgRqSbz-6fUi,41,17000,RENT,0.0
Yxr0zXmp-MkuW,41,50000,RENT,0.0
sKYP7E32-ohZR,24,65000,mortgage,3.0
t3XA5JQA-B2o8,41,98000,mortgage,18.0
hKFOrDj9-RFeK,22,34000,RENT,2.0
3r55lcNm-3Es9,27,80000,MORTGAGE,4.0
FXO9YX7P-6LuL,34,55000,mortgage,6.0
JvnpIIO5-A22y,35,60000,mortgage,12.0
JJEayYSX-81CN,39,164000,MORTGAGE,18.0
grQ2DlJB-TseY,30,34000,rent,2.0
2mdAafCC-tPmf,23,125000,MORTGAGE,7.0
J7kM7Mov-Tv8P,24,95000,RENT,8.0
aTYbg5kv-turX,37,54000,MORTGAGE,21.0
oxf2hCO1-PfKo,37,300000,MORTGAGE,7.0
scTZnna2-sKAr,22,34000,MORTGAGE,6.0
xLOkmhed-73Qi,30,50000,RENT,0.0
a5ARqGnS-0Tgq,23,14000,own,2.0
Qa0eEgNp-vDKa,31,26400,RENT,2.0
wGuotDTM-whMh,27,67000,RENT,3.0
Wab3xcPv-eZBM,22,58800,MORTGAGE,
3Pk2a2ul-LQsf,39,57996,mortgage,10.0
AJboXG9I-D7XW,29,114000,mortgage,11.0
fvvbjQbn-tlkr,25,70000,OWN,4.0
bJn8di2s-fa5n,28,206000,rent,2.0
UzAn1ktZ-Ovcp,23,24290,rent,0.0
EYwXwXy9-0zZJ,32,48000,RENT,15.0
1I6g9Yem-zX0l,33,55000,RENT,5.0
IP6LC7hL-QE0R,23,45996,OWN,7.0
2fwWbnjd-fFIS,29,30000,RENT,
ShG9qiBI-0wXI,30,52500,mortgage,14.0
UdDk4HM2-mq0G,26,45760,rent,8.0
zF1bshNZ-FRnj,36,32004,rent,3.0
kyYiaNsv-Z2Zy,36,74000,MORTGAGE,20.0
O0BOZLc8-mqmq,25,28800,rent,2.0
JKpLSHiP-9CWW,23,62000,MORTGAGE,8.0
BStO3DeO-3uYH,43,79000,MORTGAGE,3.0
Xb4EksrK-pON9,29,73000,RENT,2.0
AeDb5Wkl-Zidj,22,59004,RENT,3.0
a3rcg1DK-tjQ6,37,48000,rent,5.0
qSofnDfU-nuis,31,103000,MORTGAGE,8.0
D2s3OICo-3vdJ,32,36000,mortgage,0.0
M0YAOfy3-KBZx,23,50000,mortgage,2.0
35t2rJOp-9Xft,28,54000,MORTGAGE,12.0
jcT7z4Qr-Oay2,21,24960,RENT,0.0
T1cafO41-l4C0,33,41000,MORTGAGE,6.0
x3m38Zcm-yXG5,29,96000,MORTGAGE,4.0
KiyyQZ3M-2FXm,29,28000,RENT,2.0
WGu5KblG-MrKf,27,87000,RENT,3.0
ZmebDhr8-D8Aj,23,60000,rent,1.0
3EQqPnt5-82dD,27,59147,MORTGAGE,11.0
gKE1MqtX-a1Bj,28,140000,rent,3.0
pmetxwdK-bwjC,27,96000,rent,0.0
mou5Pk3b-3F35,25,30000,MORTGAGE,0.0
PZMTzrF8-rebw,35,143485,mortgage,10.0
HTCPDhWW-iwzg,28,96000,RENT,5.0
ai16MCPH-S2Ij,24,90000,mortgage,8.0
m945ypLg-v2Mj,29,108000,rent,1.0
SWP7hYlJ-hxZN,30,51600,RENT,5.0
dAXukGT9-mru7,21,34368,RENT,0.0
zJ6IUPti-jzLU,26,58000,RENT,9.0
zGZL0wXn-uCTp,25,100000,RENT,3.0
MGItL0It-h35m,26,42000,rent,10.0
51OFvE36-e4BX,28,51000,rent,2.0
vrijHMlz-ueea,21,111016,RENT,5.0
Tdqob4ox-H9RM,29,62000,own,4.0
38WOBzrH-fPc5,29,58000,RENT,4.0
JJxUnLdi-IIBH,21,34000,MORTGAGE,5.0
misRrgX2-87WS,25,70000,mortgage,6.0
JHJJ01eb-3E49,26,40000,rent,4.0
GX3I8b3s-vgaB,24,39996,RENT,1.0
YUqCcsCU-XSWd,23,60000,rent,4.0
UIHaU21H-cEfc,36,64000,rent,0.0
Q8aFCRaD-oMvv,26,34800,mortgage,4.0
dEhMnSnL-Yj8v,27,98004,RENT,8.0
oo8FU2Ki-yJoK,28,47831,RENT,8.0
o2PB5uRQ-qxvk,28,122000,MORTGAGE,11.0
iWcnYqiS-Mzyn,24,79768,own,2.0
ai5eid6U-ieKZ,23,56000,MORTGAGE,4.0
DjTKLr5h-klwH,,72000,RENT,6.0
7d0xyUs6-wmdF,22,16800,RENT,2.0
It4G0TxN-3dsw,28,55000,RENT,2.0
EYX1XWLu-XFE3,35,100000,mortgage,14.0
DB6u2ryN-C8DC,39,49000,RENT,0.0
fIsb50wn-CPTG,24,49600,mortgage,8.0
dbvQNNor-Pi1J,37,85000,MORTGAGE,17.0
qlyuyY8x-3o5N,24,60000,MORTGAGE,3.0
dY8i2LnM-1Hjo,24,28800,RENT,0.0
QyAiwQbW-ZM8q,36,36000,RENT,3.0
NeSjpoLT-nWNZ,45,64000,mortgage,3.0
x1TuUHMJ-jKB3,24,45000,mortgage,2.0
S7POS7eH-8hdM,23,47184,RENT,0.0
0qhPOghk-GmF4,27,31416,own,0.0
SD7bhgba-sOwH,29,120000,rent,3.0
Pc4ptiqe-yubE,31,36400,mortgage,
Foqc9Qqw-sF7u,23,125000,rent,7.0
CbJoRpz7-8sS4,24,54000,rent,2.0
tetdjk3I-HzvM,25,69360,mortgage,2.0
ztfNsFl2-2kek,26,86000,RENT,4.0
TaarXoBX-whQc,24,135000,MORTGAGE,8.0
finx6EM0-UPBH,43,68000,MORTGAGE,2.0
NAyBDd52-L9LH,23,21996,rent,6.0
PH9BFN7W-JZoo,22,58608,MORTGAGE,6.0
jl6JAb9j-xxxe,33,44000,rent,2.0
wyzBbEKx-4iuc,25,62467,RENT,1.0
YSKBO9wp-yl0i,22,240000,OWN,6.0
ynTRN6wL-b3fQ,34,25000,rent,0.0
K09JyXxI-HFmD,24,62400,rent,4.0
uiKOUwWU-dx2h,33,45000,RENT,2.0
6izaiqul-0neJ,34,75000,mortgage,6.0
nKIF0KNy-WND4,28,60000,rent,0.0
ftsH3v3G-RaXd,38,45600,rent,5.0
QYwuBjvR-5Ksc,24,56100,RENT,7.0
3LNBhERL-PaxD,24,80155,rent,8.0
zev8BQAK-yhKY,25,46000,RENT,1.0
k11xFJsp-NZLm,37,22800,own,18.0
9v6Cnm8p-ZHB3,24,70000,MORTGAGE,9.0
IpwdEW7E-Ijel,36,30000,RENT,0.0
7lzuriOu-fy6P,24,79650,rent,4.0
HYNz400D-rzsb,22,60000,own,7.0
7hFug1vr-JzJN,25,91200,mortgage,9.0
KaNM6zuF-OhsY,27,91000,MORTGAGE,2.0
mOP7qaG7-6fja,24,54000,RENT,3.0
XwWYmwfG-Gcet,39,42000,own,5.0
Q5PwyheO-2wo9,30,51996,MORTGAGE,5.0
PHhyhkP2-8Q5d,26,62000,MORTGAGE,
Ji2WIMdW-ZwjA,31,82000,mortgage,15.0
wvOzrj68-gt5h,31,55000,mortgage,3.0
3uHGb138-Wgzc,24,45000,rent,8.0
F9BvKrun-CeS9,26,80000,mortgage,5.0
WPlqOkmd-oXTe,43,68400,MORTGAGE,9.0
6jgmCTiq-EZKk,32,193800,rent,0.0
Qt8i6MOw-aUdI,27,120000,mortgage,11.0
pG4y0DNB-Uto7,26,66000,MORTGAGE,2.0
q2fmz1ns-0FrW,35,110000,mortgage,7.0
7eqCjAgs-A0Lj,29,54000,mortgage,2.0
onsBQby6-7689,31,,OWN,
hfjenzyG-dIxU,41,57000,mortgage,11.0
6U4gEB1s-i464,21,33009,OWN,5.0
v4NabTEu-4AzF,46,72194,rent,8.0
Z9uQTbx6-9Ho2,28,270300,MORTGAGE,3.0
G5TRYDPA-qxYL,24,29004,RENT,4.0
DWiMK50a-ZCwN,36,200000,MORTGAGE,8.0
H7eYISLC-525O,32,98056,MORTGAGE,10.0
OiZ1WBco-I98d,22,40000,MORTGAGE,6.0
WS0uytRN-0tPY,31,83000,RENT,2.0
PnzzZryR-h4oE,22,118812,mortgage,6.0
4MvTgZbm-kgKN,29,52000,mortgage,6.0
jx24thiv-7iZv,31,74628,MORTGAGE,12.0
sODww11x-osKS,25,125000,mortgage,9.0
5xIe4x6d-qRTt,39,25000,OWN,16.0
TX1bm7dw-4Dk2,25,46000,rent,9.0
lgfGLejM-LEin,27,106000,mortgage,11.0
pELY9TdQ-SeuE,25,55200,rent,7.0
xAZwUKvT-BKbb,29,77000,MORTGAGE,3.0
JXdLvIY8-Wb6I,26,130000,MORTGAGE,8.0
trKwCpDx-HSjm,23,49500,RENT,2.0
R7sKEDhS-5oc1,23,71000,RENT,7.0
0cnt63zM-guru,27,46000,RENT,1.0
3WJPPaUe-uaML,23,98000,rent,0.0
of4UT4mP-Naf7,25,43000,rent,9.0
hgtmOQxW-WFQX,35,54396,RENT,4.0
jTnNAMqh-zbG7,33,35000,rent,0.0
X05UJ61N-wirD,24,55000,RENT,2.0
qHGhmP3O-zDG1,27,35000,MORTGAGE,6.0
yyibhOfi-9BlQ,23,120000,mortgage,7.0
DR5NQPMg-nzbc,36,80000,MORTGAGE,3.0
LLOCGScP-Zr9u,24,110000,rent,1.0
GwEupepu-fJpo,22,60000,MORTGAGE,6.0
l7RxMsJw-YWa6,27,68400,MORTGAGE,8.0
hKuP3Hbo-7lLH,53,85000,rent,2.0
kBr4Lttk-46iA,24,190000,OWN,4.0
co5UFOJX-yL0n,27,56244,mortgage,11.0
7FzcIfzu-DiL4,23,24000,rent,3.0
7H05jhj7-z8zq,33,96053,rent,3.0
4kftWZJc-Hhqz,24,56000,rent,3.0
kriz9YJY-dylo,25,30000,mortgage,2.0
r45UCnjW-q11L,26,47000,rent,7.0
mGliQUMM-ZePg,26,51000,MORTGAGE,5.0
aTkoyYgH-AbPe,22,63000,mortgage,2.0
yHMN1C2u-UwbD,27,60500,RENT,6.0
EHZJQiea-BXu8,34,92500,RENT,4.0
ucYEEilb-XAKr,23,27864,RENT,0.0
vaAi7xat-ASfl,22,66000,RENT,4.0
X8yJGGGx-Cswm,30,49110,RENT,2.0
TcBDoSjx-qenE,37,49000,MORTGAGE,3.0
7jQcRTuX-F3Zw,23,42996,MORTGAGE,2.0
YhH5Pzq6-GOx5,24,100860,MORTGAGE,8.0
bqQAMlcb-sEtE,27,213000,MORTGAGE,11.0
LH7gt1d7-c3OJ,22,65004,mortgage,5.0
1owtLjws-pxHj,,160000,MORTGAGE,3.0
JjmSq9Wg-hX88,25,60000,rent,3.0
I4AMEbZ4-jdQd,27,31200,rent,2.0
RqusDEK7-1f2c,26,40000,rent,3.0
8hHsob7h-8gFA,30,48996,MORTGAGE,14.0
RffqjUYJ-q4LN,29,40000,RENT,7.0
cB1qwoKD-sWrT,24,50496,mortgage,3.0
cgIhszYZ-5UKk,34,73000,MORTGAGE,6.0
LmwskARR-HyA3,21,41900,RENT,2.0
uMI5lnzZ-YqUr,30,98000,RENT,14.0
tnbkmsip-5dEp,27,54000,mortgage,11.0
jrPd6s7a-6WY1,25,81600,RENT,2.0
HxUiPU4M-cQxq,26,61000,mortgage,8.0
lDj26IIK-65rR,,63552,RENT,
nDBAsWo9-UuES,21,28200,rent,2.0
4g7KDgel-q3k7,34,42000,MORTGAGE,1.0
3QI53f7z-brNU,36,55000,rent,1.0
qyE4PYXQ-ZIYI,24,49000,mortgage,2.0
APGPS751-aX7y,24,91000,MORTGAGE,0.0
1jNnAefT-3KJQ,28,108000,MORTGAGE,6.0
50WDncAN-SJjx,30,35004,MORTGAGE,3.0
nzSxanps-nPxd,24,48000,mortgage,9.0
z1vvPDwU-KQvh,37,60000,rent,0.0
jJwX4SFG-IK1j,24,35004,RENT,3.0
HJwHu89R-pyft,23,21000,own,
GF79eYM4-xcMP,22,32000,rent,1.0
Sx8dQ8Og-44E6,21,33600,rent,2.0
8wjb0dmR-y1AG,23,44000,RENT,0.0
IvBLpIrR-gUWY,32,48000,MORTGAGE,8.0
j6I4O8SX-o4Cv,23,54000,mortgage,3.0
dAkbvPCO-94w5,23,8628,OWN,
kibcahbs-BrNu,37,58000,RENT,9.0
LoisUS7H-Jpla,22,30000,RENT,3.0
BxEcSqKQ-qCTo,,,mortgage,7.0
MWRYga8b-Agz1,47,80004,mortgage,5.0
0OQYNC0A-ED5Y,49,86400,rent,7.0
S61CZLfF-26OZ,26,25200,RENT,2.0
U5YBRvD3-5ACx,38,65000,own,3.0
1ZbMkM4F-9u8Y,32,77400,mortgage,0.0
vIT0bjgj-WoCh,23,102000,OWN,7.0
dDCz2LFc-zCaA,22,48000,rent,0.0
RrrJ9QKY-KELW,30,62304,rent,3.0
8TA5rKAl-Uj1c,25,33000,rent,4.0
9jHTErWP-Ba2x,33,100000,MORTGAGE,3.0
T1gEw2Qw-QGma,28,25000,RENT,1.0
vcaWBmIp-cJlM,23,23000,RENT,3.0
gns0pP5S-Sif7,25,19200,RENT,5.0
zhso3YP2-HOzi,43,32000,RENT,0.0
WTgv9OI8-NhG3,25,44400,MORTGAGE,6.0
U3iRr2WN-rtRq,26,74970,rent,5.0
JBmuD4Ll-GPJn,27,47380,MORTGAGE,11.0
feW4eGqy-MRWU,23,103000,mortgage,1.0
wYfBbt35-vmjZ,32,31000,RENT,2.0
Pu9lvwWi-bTLQ,31,74400,MORTGAGE,11.0
M051Tdry-2ExY,32,73000,MORTGAGE,3.0
eWCHoKr5-fA20,25,47000,MORTGAGE,5.0
wSHOaz08-eKX6,23,42240,mortgage,3.0
DrWRWbvb-8WEn,24,90000,MORTGAGE,3.0
COG0HGK7-DdFO,24,109500,MORTGAGE,3.0
0AeYhoxq-8yCK,24,40944,rent,0.0
kDlkYcjg-h9MP,22,25200,mortgage,1.0
hJ6YREf1-JQgi,32,26000,OWN,4.0
BpFzg5c5-79u6,24,87000,MORTGAGE,0.0
WlRKmBMv-ycm6,29,21996,rent,4.0
PEPYff6b-zTb6,30,80256,own,11.0
3y97rdvx-b12X,33,33036,RENT,4.0
Hb8PE0TB-Mq45,28,60000,MORTGAGE,12.0
nZH23yxA-D49w,25,60000,rent,1.0
cwOHjcW8-AcJ4,47,41000,rent,2.0
h280b7Z4-1GI7,22,23004,RENT,3.0
kxsnnI2S-rCBy,30,55000,own,2.0
lqFTiXFW-RDhG,33,28000,own,3.0
XMc5oxN3-tDUx,25,64500,own,4.0
g3C1uRxg-itZC,30,230000,mortgage,14.0
9OTnp8wu-YaUu,26,57000,mortgage,6.0
v9XRMqJR-0I8B,21,26004,OWN,5.0
prod7mO1-lkM4,24,96000,MORTGAGE,6.0
JD1zea4c-Yu4N,25,47412,MORTGAGE,0.0
NliZdGJS-d8W9,24,90000,RENT,1.0
lYk35Fj0-9OS9,22,47004,RENT,2.0
6xSNXa5p-rDwI,25,200000,rent,5.0
4yPZrUk6-ajZ0,33,44000,MORTGAGE,2.0
va7OkohC-Tziv,29,83000,MORTGAGE,13.0
7LA3isTn-UTGf,27,30000,RENT,12.0
dFonQQtK-KxmN,30,150000,OWN,14.0
gJnygUwe-nLy5,21,21600,MORTGAGE,2.0
QYdrt121-yZwW,23,70000,mortgage,7.0
hOBOS232-qewt,28,40000,RENT,12.0
c9Ab7STs-E32d,27,39480,mortgage,2.0
56egmpoj-LiGI,28,85000,MORTGAGE,3.0
Yf8CGkSz-UDXY,27,80000,OWN,11.0
iUquEEdQ-tE21,24,47928,RENT,1.0
aXjdriYj-5N2Z,34,70000,rent,1.0
qZb35jNe-yENP,26,42000,rent,4.0
FmXNlTcr-Xa9f,28,62040,RENT,0.0
iXLuO5g6-TRKv,29,42000,RENT,0.0
M1F4Zj3y-OxAN,51,80000,RENT,3.0
TtF8FtL1-OmIa,22,30000,RENT,
J8l4Eaon-6MJz,23,50000,OWN,4.0
YypM7O6v-2YMN,42,14000,rent,0.0
rbtfgZPW-tBIa,29,43200,RENT,4.0
cdc63Ucr-MrMU,41,41004,MORTGAGE,4.0
qE64kcKt-rG0g,33,30000,RENT,0.0
wBigSS0S-d8cn,31,54996,rent,3.0
dJ0NZFaz-5vz2,26,65600,RENT,5.0
7OYYnGPZ-IXmS,23,62500,mortgage,7.0
dIdIgTkd-Utk5,36,12000,rent,
CU0jmxGi-yTBC,27,35496,rent,2.0
Uwx2tvkA-YzSa,21,192000,mortgage,123.0
oOYdZXA0-ginE,,55000,mortgage,6.0
B9wkkAJn-gMDv,30,30000,MORTGAGE,3.0
lc1cxw24-51Ol,21,90200,rent,2.0
AZmsvTh0-rrti,33,42996,RENT,2.0
toWX5Ov1-KtRX,29,72000,MORTGAGE,9.0
YdoM3UsE-5tuU,25,150000,MORTGAGE,9.0
FruD7k2p-97Dl,23,36000,own,
zwu5J8Cp-QZAe,25,76000,MORTGAGE,3.0
M9kkYaBa-gZQP,26,29000,RENT,2.0
FnDaIZZl-lZGE,22,60000,mortgage,6.0
fKC2JJft-4lOz,34,35000,MORTGAGE,12.0
7h5hfz4I-ojOU,29,36000,RENT,0.0
F6ehsEqt-xz99,26,44000,OWN,10.0
